1,2,4,8,16,
16.581875,12.669678,8.412569,8.526574,9.390338,
16.581875,12.632840,8.362888,8.492640,9.023475,
16.581875,12.597205,8.316003,8.447815,8.528430,
16.581875,12.562783,8.271907,8.392708,8.042374,
16.581875,12.529586,8.230590,8.328418,7.705680,
16.581875,12.497623,8.192043,8.256496,7.612433,
16.581875,12.466905,8.156254,8.178884,7.773873,
16.581875,12.437440,8.123210,8.097844,8.108816,
16.581875,12.409237,8.092898,8.015869,8.466125,
16.581875,12.382305,8.065303,7.935598,8.673071,
16.581875,12.356653,8.040409,7.859708,8.593995,
16.581875,12.332287,8.018201,7.790820,8.179409,
16.581875,12.309216,7.998660,7.731401,7.488258,
16.581875,12.287447,7.981768,7.683667,6.674781,
16.581875,12.266986,7.967506,7.649505,5.943305,
16.581875,12.247839,7.955854,7.630399,5.485318,
16.581875,12.230012,7.946791,7.627373,5.419417,
16.581875,12.213511,7.940296,7.640954,5.754044,
16.581875,12.198340,7.936346,7.671150,6.385382,
16.581875,12.184505,7.934919,7.717446,7.131101,
16.581875,12.172009,7.935990,7.778823,7.788625,
16.581875,12.160857,7.939537,7.853791,8.198548,
16.581875,12.151051,7.945533,7.940446,8.292362,
16.581875,12.142595,7.953954,8.036533,8.109250,
16.581875,12.135491,7.964775,8.139532,7.777377,
16.581875,12.129741,7.977968,8.246743,7.467083,
16.581875,12.125348,7.993508,8.355388,7.332555,
16.581875,12.122312,8.011367,8.462709,7.461835,
16.581875,12.120635,8.031518,8.566067,7.851404,
16.581875,12.120316,8.053934,8.663037,8.412567,
16.581875,12.121357,8.078586,8.751497,9.005666,
16.581875,12.123756,8.105447,8.829701,9.488827,
16.581875,12.127514,8.134488,8.896345,9.763627,
16.581875,12.132628,8.165680,8.950608,9.802174,
16.581875,12.139097,8.198996,8.992185,9.647513,
16.581875,12.146920,8.234405,9.021294,9.389344,
16.581875,12.156094,8.271880,9.038664,9.125764,
16.581875,12.166615,8.311392,9.045513,8.926310,
16.581875,12.178482,8.352911,9.043493,8.810134,
16.581875,12.191690,8.396409,9.034633,8.746717,
16.581875,12.206236,8.441856,9.021262,8.677406,
16.581875,12.222114,8.489225,9.005919,8.547980,
16.581875,12.239320,8.538485,8.991262,8.338296,
16.581875,12.257849,8.589610,8.979965,8.076453,
16.581875,12.277695,8.642570,8.974619,7.831275,
16.581875,12.298852,8.697337,8.977636,7.685703,
16.581875,12.321314,8.753882,8.991160,7.701585,
16.581875,12.345074,8.812179,9.016984,7.890231,
16.581875,12.370124,8.872200,9.056482,8.201362,
16.581875,12.396457,8.933917,9.110561,8.536374,
16.581875,12.424066,8.997303,9.179623,8.782442,
16.581875,12.452940,9.062331,9.263552,8.855632,
16.581875,12.483073,9.128975,9.361711,8.736914,
16.581875,12.514454,9.197209,9.472971,8.486688,
16.581875,12.547073,9.267007,9.595747,8.230642,
16.581875,12.580922,9.338343,9.728057,8.120049,
16.581875,12.615990,9.411193,9.867592,8.279187,
16.581875,12.652266,9.485532,10.011803,8.758044,
16.581875,12.689738,9.561335,10.157988,9.507487,
16.581875,12.728397,9.638579,10.303397,10.386960,
16.581875,12.768229,9.717240,10.445327,11.203756,
16.581875,12.809222,9.797295,10.581224,11.771821,
16.581875,12.851365,9.878722,10.708773,11.970870,
16.581875,12.894645,9.961498,10.825984,11.785879,
16.581875,12.939047,10.045602,10.931265,11.313234,
16.581875,12.984559,10.131012,11.023479,10.730835,
16.581875,13.031167,10.217708,11.101985,10.241621,
16.581875,13.078856,10.305668,11.166661,10.008992,
16.581875,13.127613,10.394873,11.217910,10.105428,
16.581875,13.177422,10.485304,11.256640,10.491173,
16.581875,13.228267,10.576941,11.284237,11.029714,
16.581875,13.280135,10.669765,11.302507,11.534452,
16.581875,13.333008,10.763759,11.313616,11.830612,
16.581875,13.386870,10.858903,11.320003,11.811671,
16.581875,13.441706,10.955182,11.324297,11.471887,
16.581875,13.497499,11.052577,11.329216,10.904994,
16.581875,13.554230,11.151072,11.337468,10.270807,
16.581875,13.611885,11.250651,11.351653,9.742167,
16.581875,13.670444,11.351298,11.374165,9.450774,
16.581875,13.729889,11.452996,11.407106,9.450001,
16.581875,13.790204,11.555732,11.452209,9.706091,
16.581875,13.851369,11.659489,11.510774,10.118802,
16.581875,13.913365,11.764254,11.583618,10.562312,
16.581875,13.976175,11.870011,11.671050,10.930630,
16.581875,14.039778,11.976747,11.772856,11.171169,
16.581875,14.104155,12.084449,11.888311,11.295367,
16.581875,14.169287,12.193102,12.016199,11.364295,
16.581875,14.235155,12.302693,12.154868,11.456608,
16.581875,14.301737,12.413208,12.302282,11.632397,
16.581875,14.369013,12.524636,12.456103,11.907436,
16.581875,14.436964,12.636963,12.613771,12.247646,
16.581875,14.505568,12.750177,12.772607,12.585290,
16.581875,14.574804,12.864264,12.929901,12.849695,
16.581875,14.644652,12.979213,13.083024,12.999498,
16.581875,14.715090,13.095011,13.229516,13.042777,
16.581875,14.786096,13.211646,13.367182,13.036192,
16.581875,14.857650,13.329105,13.494170,13.062633,
16.581875,14.929728,13.447376,13.609043,13.195592,
16.581875,15.002310,13.566447,13.710830,13.464239,
16.581875,15.075373,13.686305,13.799062,13.833634,
16.581875,15.148896,13.806937,13.873794,14.209312,
16.581875,15.222854,13.928332,13.935598,14.466486,
16.581875,15.297227,14.050476,13.985546,14.494590,
16.581875,15.371990,14.173357,14.025170,14.241399,
16.581875,15.447123,14.296961,14.056409,13.740114,
16.581875,15.522601,14.421275,14.081533,13.108066,
16.581875,15.598402,14.546286,14.103066,12.515466,
16.581875,15.674502,14.671979,14.123691,12.133325,
16.581875,15.750878,14.798341,14.146151,12.077675,
