1,2,4,8,16,
11.659131,8.590652,4.386185,3.873266,3.267760,
11.659131,8.600065,4.447829,3.967515,3.370545,
11.659131,8.609507,4.509789,4.062537,3.473937,
11.659131,8.618978,4.572052,4.158322,3.577897,
11.659131,8.628477,4.634610,4.254864,3.682388,
11.659131,8.638005,4.697451,4.352156,3.787371,
11.659131,8.647561,4.760566,4.450188,3.892811,
11.659131,8.657146,4.823943,4.548954,3.998669,
11.659131,8.666759,4.887573,4.648444,4.104910,
11.659131,8.676400,4.951444,4.748651,4.211497,
11.659131,8.686069,5.015545,4.849566,4.318395,
11.659131,8.695766,5.079867,4.951179,4.425569,
11.659131,8.705491,5.144398,5.053483,4.532985,
11.659131,8.715244,5.209128,5.156466,4.640609,
11.659131,8.725024,5.274045,5.260121,4.748409,
11.659131,8.734832,5.339140,5.364437,4.856351,
11.659131,8.744668,5.404400,5.469404,4.964404,
11.659131,8.754531,5.469815,5.575013,5.072538,
11.659131,8.764421,5.535374,5.681252,5.180722,
11.659131,8.774339,5.601067,5.788112,5.288927,
11.659131,8.784284,5.666882,5.895582,5.397125,
11.659131,8.794256,5.732808,6.003651,5.505288,
11.659131,8.804254,5.798834,6.112307,5.613389,
11.659131,8.814280,5.864949,6.221540,5.721404,
11.659131,8.824333,5.931142,6.331338,5.829307,
11.659131,8.834412,5.997403,6.441690,5.937074,
11.659131,8.844517,6.063720,6.552583,6.044684,
11.659131,8.854650,6.130081,6.664006,6.152114,
11.659131,8.864808,6.196477,6.775945,6.259344,
11.659131,8.874993,6.262895,6.888390,6.366354,
11.659131,8.885204,6.329326,7.001327,6.473126,
11.659131,8.895442,6.395757,7.114744,6.579643,
11.659131,8.905705,6.462178,7.228627,6.685888,
11.659131,8.915994,6.528579,7.342963,6.791846,
11.659131,8.926309,6.594947,7.457739,6.897504,
11.659131,8.936650,6.661272,7.572942,7.002849,
11.659131,8.947016,6.727543,7.688558,7.107868,
11.659131,8.957408,6.793749,7.804573,7.212551,
11.659131,8.967825,6.859880,7.920973,7.316890,
11.659131,8.978268,6.925924,8.037744,7.420876,
11.659131,8.988736,6.991870,8.154871,7.524502,
11.659131,8.999229,7.057709,8.272340,7.627762,
11.659131,9.009747,7.123428,8.390136,7.730652,
11.659131,9.020290,7.189018,8.508245,7.833168,
11.659131,9.030858,7.254467,8.626651,7.935308,
11.659131,9.041450,7.319765,8.745339,8.037070,
11.659131,9.052067,7.384902,8.864295,8.138455,
11.659131,9.062709,7.449867,8.983502,8.239464,
11.659131,9.073375,7.514649,9.102945,8.340098,
11.659131,9.084066,7.579238,9.222608,8.440362,
11.659131,9.094780,7.643624,9.342475,8.540260,
11.659131,9.105519,7.707796,9.462531,8.639797,
11.659131,9.116282,7.771744,9.582759,8.738980,
11.659131,9.127069,7.835458,9.703143,8.837816,
11.659131,9.137880,7.898928,9.823667,8.936315,
11.659131,9.148714,7.962144,9.944313,9.034485,
11.659131,9.159572,8.025095,10.065066,9.132338,
11.659131,9.170454,8.087772,10.185908,9.229884,
11.659131,9.181359,8.150166,10.306823,9.327137,
11.659131,9.192287,8.212265,10.427793,9.424110,
11.659131,9.203239,8.274061,10.548802,9.520817,
11.659131,9.214213,8.335544,10.669833,9.617273,
11.659131,9.225211,8.396705,10.790867,9.713494,
11.659131,9.236231,8.457533,10.911888,9.809497,
11.659131,9.247275,8.518021,11.032878,9.905300,
11.659131,9.258341,8.578157,11.153819,10.000919,
11.659131,9.269430,8.637935,11.274694,10.096375,
11.659131,9.280541,8.697343,11.395486,10.191687,
11.659131,9.291674,8.756374,11.516175,10.286875,
11.659131,9.302830,8.815018,11.636744,10.381959,
11.659131,9.314008,8.873267,11.757176,10.476960,
11.659131,9.325208,8.931111,11.877452,10.571901,
